ip,timestamp,request,status,size,user_agent
150.232.89.113,23/Aug/2024:03:39:16 +0000,DELETE /services.html HTTP/1.1,302,4902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
77.118.187.94,26/Aug/2024:12:30:40 +0000,GET /about.html HTTP/1.1,500,4437,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
113.34.37.164,14/Aug/2024:11:48:41 +0000,GET /login HTTP/1.1,200,3554,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
48.222.205.245,7/Aug/2024:22:26:19 +0000,POST /about.html HTTP/1.1,302,4304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
156.208.50.235,19/Aug/2024:06:55:15 +0000,PUT /about.html HTTP/1.1,200,685,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
77.72.34.17,17/Aug/2024:03:17:04 +0000,DELETE /contact.html HTTP/1.1,200,3668,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
168.120.49.232,14/Aug/2024:06:35:49 +0000,GET /products.html HTTP/1.1,302,4572,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
239.58.79.139,5/Aug/2024:13:04:19 +0000,DELETE /login HTTP/1.1,200,3019,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
231.44.148.197,14/Aug/2024:03:12:42 +0000,PUT /login HTTP/1.1,302,1059,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
59.250.65.166,24/Aug/2024:11:45:52 +0000,PUT /about.html HTTP/1.1,500,3097,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
169.163.69.9,24/Aug/2024:11:15:36 +0000,GET /contact.html HTTP/1.1,500,841,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
108.52.105.207,26/Aug/2024:10:29:14 +0000,GET /pricing.html HTTP/1.1,500,897,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
123.253.7.200,13/Aug/2024:17:39:21 +0000,GET /contact.html HTTP/1.1,404,2804,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
195.254.84.81,12/Aug/2024:10:34:39 +0000,GET /contact.html HTTP/1.1,200,4119,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
146.215.84.126,11/Aug/2024:11:36:24 +0000,POST /products.html HTTP/1.1,200,4170,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
98.114.58.173,26/Aug/2024:19:34:59 +0000,GET /index.html HTTP/1.1,500,4988,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
219.198.14.206,16/Aug/2024:11:46:57 +0000,PUT /services.html HTTP/1.1,404,783,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
59.159.0.76,4/Aug/2024:23:34:17 +0000,GET /index.html HTTP/1.1,500,4959,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
234.91.236.11,17/Aug/2024:21:35:19 +0000,POST /about.html HTTP/1.1,500,1742,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
172.186.167.247,11/Aug/2024:22:07:51 +0000,GET /contact.html HTTP/1.1,500,4188,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
201.71.246.103,19/Aug/2024:11:10:18 +0000,POST /products.html HTTP/1.1,200,4865,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
151.104.64.150,9/Aug/2024:12:47:28 +0000,POST /index.html HTTP/1.1,200,386,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
198.154.168.131,10/Aug/2024:14:33:55 +0000,DELETE /services.html HTTP/1.1,404,3709,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
189.230.152.5,5/Aug/2024:13:08:50 +0000,DELETE /pricing.html HTTP/1.1,500,831,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
109.110.169.173,26/Aug/2024:18:06:17 +0000,GET /products.html HTTP/1.1,404,4045,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
144.78.171.199,15/Aug/2024:11:01:33 +0000,POST /services.html HTTP/1.1,404,4971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
74.101.105.120,6/Aug/2024:09:55:46 +0000,PUT /pricing.html HTTP/1.1,200,1334,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
205.167.136.204,2/Aug/2024:04:12:49 +0000,POST /services.html HTTP/1.1,404,746,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
158.109.214.253,19/Aug/2024:04:56:27 +0000,DELETE /index.html HTTP/1.1,500,2080,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
75.167.154.95,17/Aug/2024:04:07:25 +0000,POST /index.html HTTP/1.1,302,4677,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
182.3.7.26,3/Aug/2024:22:49:31 +0000,POST /index.html HTTP/1.1,302,4639,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
170.127.115.41,24/Aug/2024:05:31:50 +0000,PUT /login HTTP/1.1,404,4270,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
84.49.193.50,20/Aug/2024:11:37:31 +0000,GET /about.html HTTP/1.1,302,2134,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
203.118.91.45,2/Aug/2024:21:57:13 +0000,PUT /products.html HTTP/1.1,302,4321,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
1.154.231.54,21/Aug/2024:21:38:50 +0000,DELETE /services.html HTTP/1.1,500,2225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
87.87.112.169,9/Aug/2024:06:36:11 +0000,POST /contact.html HTTP/1.1,200,4729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
154.245.219.128,10/Aug/2024:20:27:02 +0000,GET /login HTTP/1.1,302,3414,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
130.55.153.171,13/Aug/2024:10:45:26 +0000,PUT /contact.html HTTP/1.1,302,3581,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
48.82.65.128,24/Aug/2024:13:36:22 +0000,POST /services.html HTTP/1.1,200,317,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
33.217.167.100,21/Aug/2024:00:58:27 +0000,GET /index.html HTTP/1.1,302,4872,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
171.216.112.29,5/Aug/2024:12:20:39 +0000,POST /contact.html HTTP/1.1,200,1566,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
170.86.0.240,15/Aug/2024:12:17:10 +0000,POST /about.html HTTP/1.1,404,2026,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
51.173.213.2,4/Aug/2024:18:19:53 +0000,DELETE /contact.html HTTP/1.1,404,1011,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
6.165.221.189,17/Aug/2024:03:32:04 +0000,POST /contact.html HTTP/1.1,404,2943,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
182.229.91.26,22/Aug/2024:12:37:52 +0000,POST /about.html HTTP/1.1,200,1988,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
240.5.35.187,14/Aug/2024:07:05:15 +0000,GET /services.html HTTP/1.1,500,1073,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
226.59.160.93,25/Aug/2024:23:49:35 +0000,GET /contact.html HTTP/1.1,404,2142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
248.142.118.239,16/Aug/2024:03:17:21 +0000,DELETE /login HTTP/1.1,200,3175,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
83.194.133.103,28/Aug/2024:03:00:36 +0000,DELETE /index.html HTTP/1.1,200,702,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
27.247.25.21,14/Aug/2024:17:08:37 +0000,POST /pricing.html HTTP/1.1,404,2219,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
164.172.43.110,10/Aug/2024:05:35:00 +0000,POST /login HTTP/1.1,404,1660,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
48.120.9.135,22/Aug/2024:15:01:48 +0000,POST /services.html HTTP/1.1,404,4698,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
110.41.69.219,3/Aug/2024:02:22:45 +0000,POST /about.html HTTP/1.1,404,3623,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
151.170.206.229,11/Aug/2024:08:02:55 +0000,POST /pricing.html HTTP/1.1,404,1449,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
235.122.148.82,28/Aug/2024:23:33:58 +0000,GET /login HTTP/1.1,200,2173,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
66.175.170.47,3/Aug/2024:00:33:07 +0000,POST /pricing.html HTTP/1.1,200,3443,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
143.148.124.39,16/Aug/2024:13:49:43 +0000,PUT /services.html HTTP/1.1,500,209,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
183.149.135.44,16/Aug/2024:10:08:02 +0000,DELETE /index.html HTTP/1.1,500,3563,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
83.27.102.9,13/Aug/2024:09:53:21 +0000,POST /products.html HTTP/1.1,404,1951,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
13.189.191.237,14/Aug/2024:13:03:21 +0000,GET /about.html HTTP/1.1,200,1776,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
219.177.169.97,21/Aug/2024:17:22:48 +0000,PUT /index.html HTTP/1.1,404,3876,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
173.163.188.171,24/Aug/2024:21:20:03 +0000,GET /contact.html HTTP/1.1,404,3976,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
17.214.18.46,11/Aug/2024:11:56:26 +0000,DELETE /about.html HTTP/1.1,404,4492,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
173.104.220.147,17/Aug/2024:02:15:04 +0000,DELETE /contact.html HTTP/1.1,200,3827,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
247.53.219.167,7/Aug/2024:13:04:09 +0000,PUT /contact.html HTTP/1.1,302,4463,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
181.115.57.67,20/Aug/2024:11:35:39 +0000,GET /services.html HTTP/1.1,302,1006,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
157.201.176.204,1/Aug/2024:12:38:22 +0000,PUT /contact.html HTTP/1.1,302,875,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
120.128.53.186,20/Aug/2024:14:29:45 +0000,GET /services.html HTTP/1.1,500,3663,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
210.172.85.242,25/Aug/2024:02:55:40 +0000,GET /login HTTP/1.1,200,2988,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
240.192.118.244,18/Aug/2024:15:57:16 +0000,POST /login HTTP/1.1,500,2284,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
185.249.213.50,16/Aug/2024:10:59:44 +0000,GET /about.html HTTP/1.1,302,3203,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
119.144.116.161,25/Aug/2024:10:32:40 +0000,GET /pricing.html HTTP/1.1,404,4368,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
205.100.86.168,24/Aug/2024:16:55:42 +0000,DELETE /contact.html HTTP/1.1,200,4100,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
187.85.159.51,9/Aug/2024:07:41:45 +0000,GET /pricing.html HTTP/1.1,302,3132,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
184.58.47.15,23/Aug/2024:10:13:31 +0000,POST /index.html HTTP/1.1,200,3085,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
146.104.255.25,8/Aug/2024:18:56:55 +0000,POST /index.html HTTP/1.1,302,740,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
71.169.30.96,21/Aug/2024:13:55:50 +0000,PUT /about.html HTTP/1.1,404,2073,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
233.10.183.197,27/Aug/2024:11:55:18 +0000,PUT /about.html HTTP/1.1,200,2147,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
117.220.97.70,7/Aug/2024:09:29:15 +0000,DELETE /login HTTP/1.1,404,1449,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
131.181.108.157,5/Aug/2024:04:08:44 +0000,POST /index.html HTTP/1.1,500,4920,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
85.191.99.77,18/Aug/2024:12:09:47 +0000,POST /services.html HTTP/1.1,404,1906,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
62.185.244.107,5/Aug/2024:15:42:12 +0000,POST /about.html HTTP/1.1,500,3817,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
180.155.74.144,15/Aug/2024:23:12:36 +0000,PUT /pricing.html HTTP/1.1,302,3535,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
47.43.150.95,18/Aug/2024:10:41:49 +0000,GET /index.html HTTP/1.1,500,2340,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
164.20.206.145,22/Aug/2024:03:59:20 +0000,GET /login HTTP/1.1,200,1561,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
16.227.83.17,5/Aug/2024:10:25:21 +0000,DELETE /products.html HTTP/1.1,500,1503,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
120.8.24.54,10/Aug/2024:05:42:04 +0000,GET /services.html HTTP/1.1,200,1408,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
133.252.173.112,11/Aug/2024:03:43:36 +0000,PUT /contact.html HTTP/1.1,404,637,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
101.26.42.98,8/Aug/2024:18:07:07 +0000,POST /about.html HTTP/1.1,302,1764,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
75.151.193.9,12/Aug/2024:12:51:05 +0000,DELETE /services.html HTTP/1.1,302,1144,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
225.177.7.195,14/Aug/2024:15:10:59 +0000,DELETE /login HTTP/1.1,404,1745,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
93.98.199.158,18/Aug/2024:22:56:00 +0000,PUT /index.html HTTP/1.1,500,1586,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
150.189.88.65,27/Aug/2024:13:59:29 +0000,DELETE /index.html HTTP/1.1,200,4586,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
82.3.24.14,18/Aug/2024:06:15:54 +0000,DELETE /contact.html HTTP/1.1,500,4375,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
154.143.100.143,26/Aug/2024:21:19:12 +0000,PUT /about.html HTTP/1.1,302,955,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
104.185.4.74,24/Aug/2024:17:49:35 +0000,PUT /pricing.html HTTP/1.1,500,2144,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
87.138.42.149,15/Aug/2024:19:44:29 +0000,GET /products.html HTTP/1.1,302,4492,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
200.220.113.57,13/Aug/2024:12:18:30 +0000,POST /pricing.html HTTP/1.1,200,3306,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
53.86.82.30,21/Aug/2024:10:45:42 +0000,PUT /index.html HTTP/1.1,500,4150,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
201.131.171.81,6/Aug/2024:19:04:40 +0000,POST /pricing.html HTTP/1.1,200,2052,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
227.153.60.104,17/Aug/2024:01:54:38 +0000,PUT /contact.html HTTP/1.1,500,3587,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
42.92.23.157,23/Aug/2024:13:54:57 +0000,PUT /about.html HTTP/1.1,500,984,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
22.228.96.20,22/Aug/2024:09:07:02 +0000,POST /products.html HTTP/1.1,200,2037,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
10.113.53.4,27/Aug/2024:15:02:49 +0000,GET /services.html HTTP/1.1,302,1653,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
146.206.169.18,23/Aug/2024:12:20:35 +0000,DELETE /contact.html HTTP/1.1,500,621,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
131.136.144.178,1/Aug/2024:14:05:35 +0000,POST /pricing.html HTTP/1.1,302,3337,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
135.233.63.254,9/Aug/2024:02:20:53 +0000,DELETE /login HTTP/1.1,500,409,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
198.120.157.13,21/Aug/2024:16:15:20 +0000,DELETE /index.html HTTP/1.1,404,4224,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
63.128.18.213,9/Aug/2024:15:23:57 +0000,DELETE /about.html HTTP/1.1,500,739,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
110.215.11.195,5/Aug/2024:09:36:08 +0000,PUT /services.html HTTP/1.1,302,4352,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
117.18.165.207,8/Aug/2024:06:28:18 +0000,GET /pricing.html HTTP/1.1,200,1296,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
81.69.152.254,7/Aug/2024:11:48:28 +0000,POST /services.html HTTP/1.1,200,2089,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
234.19.48.80,19/Aug/2024:20:27:42 +0000,POST /login HTTP/1.1,200,2231,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
185.91.67.92,26/Aug/2024:11:49:33 +0000,PUT /products.html HTTP/1.1,404,4819,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
7.74.140.139,25/Aug/2024:11:07:58 +0000,POST /products.html HTTP/1.1,302,4575,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
102.210.108.158,21/Aug/2024:06:26:36 +0000,DELETE /services.html HTTP/1.1,302,1142,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
55.26.93.76,6/Aug/2024:16:17:24 +0000,POST /index.html HTTP/1.1,200,4195,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
74.231.159.199,15/Aug/2024:11:15:48 +0000,POST /products.html HTTP/1.1,500,2844,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
108.30.208.176,7/Aug/2024:13:50:31 +0000,DELETE /about.html HTTP/1.1,500,3181,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
64.116.45.77,15/Aug/2024:21:36:54 +0000,PUT /pricing.html HTTP/1.1,302,1566,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
248.100.51.154,12/Aug/2024:06:12:58 +0000,PUT /index.html HTTP/1.1,200,1557,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
129.94.182.31,15/Aug/2024:21:16:10 +0000,PUT /about.html HTTP/1.1,404,4299,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
192.94.137.51,23/Aug/2024:03:21:03 +0000,POST /login HTTP/1.1,404,1738,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
228.215.170.198,11/Aug/2024:13:24:58 +0000,DELETE /contact.html HTTP/1.1,200,3773,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
